,basicblock,benchmark,count,function,max,mean,median,min,run,seed,stddev
57,if.then29,vor,2664220.0,rotate,123332.0,135.202,105.0,104.0,1,10,389.669
58,if.then29,vor,2664220.0,rotate,112292.0,135.429,105.0,104.0,2,2,376.217
59,if.then29,vor,2664220.0,rotate,119167.0,134.646,105.0,104.0,2,9,373.17
60,if.then29,vor,2664220.0,rotate,119426.0,135.715,156.0,104.0,1,4,353.611
61,if.then29,vor,2664220.0,rotate,195415.0,136.169,156.0,104.0,1,3,410.598
62,if.then29,vor,2664220.0,rotate,134011.0,135.58,156.0,104.0,2,3,344.141
63,if.then29,vor,2664220.0,rotate,119948.0,134.36,105.0,104.0,2,6,353.805
64,if.then29,vor,2664220.0,rotate,127916.0,134.781,105.0,104.0,1,9,418.043
65,if.then29,vor,2664220.0,rotate,208175.0,135.179,105.0,104.0,1,0,421.22
66,entry,voronoi,3111971.0,incircle,201196.0,132.009,105.0,104.0,2,5,457.463
67,entry,voronoi,3111971.0,incircle,130311.0,125.502,104.0,104.0,1,8,484.833
68,entry,voronoi,3111971.0,incircle,135988.0,123.239,104.0,104.0,2,4,427.366
69,entry,voronoi,3111971.0,incircle,127394.0,129.502,104.0,104.0,1,2,468.012
70,entry,voronoi,3111971.0,incircle,139530.0,124.648,104.0,104.0,2,7,436.728
71,entry,voronoi,3111971.0,incircle,137343.0,127.161,104.0,104.0,1,1,489.047
72,entry,voronoi,3111971.0,incircle,134321.0,123.851,104.0,104.0,2,0,473.822
73,entry,voronoi,3111971.0,incircle,140467.0,124.852,104.0,104.0,1,7,425.086
74,entry,voronoi,3111971.0,incircle,136249.0,124.335,104.0,104.0,2,8,431.842
75,entry,voronoi,3111971.0,incircle,133905.0,126.934,104.0,104.0,1,6,471.77
76,entry,voronoi,3111971.0,incircle,136040.0,127.312,104.0,104.0,2,1,512.068
77,entry,voronoi,3111971.0,incircle,138801.0,131.824,104.0,104.0,1,5,506.212
78,entry,voronoi,3111971.0,incircle,120833.0,124.241,104.0,104.0,2,10,375.863
79,entry,voronoi,3111971.0,incircle,136249.0,125.626,104.0,104.0,1,10,435.362
80,entry,voronoi,3111971.0,incircle,126978.0,128.852,104.0,104.0,2,2,402.404
81,entry,voronoi,3111971.0,incircle,145624.0,128.767,104.0,104.0,2,9,494.599
82,entry,voronoi,3111971.0,incircle,120207.0,123.276,104.0,104.0,1,4,415.658
83,entry,voronoi,3111971.0,incircle,123905.0,124.83,104.0,104.0,1,3,465.751
84,entry,voronoi,3111971.0,incircle,136093.0,124.974,104.0,104.0,2,3,452.712
85,entry,voronoi,3111971.0,incircle,133905.0,127.59,104.0,104.0,2,6,471.589
86,entry,voronoi,3111971.0,incircle,126665.0,128.085,104.0,104.0,1,9,475.522
87,entry,voronoi,3111971.0,incircle,131301.0,123.661,104.0,104.0,1,0,441.411
88,entry,whetstone,61600000.0,P0,197758.0,107.559,104.0,52.0,2,5,141.466
89,entry,whetstone,61600000.0,P0,262338.0,110.191,104.0,104.0,1,8,148.687
90,entry,whetstone,61600000.0,P0,137811.0,107.528,104.0,52.0,2,4,139.06
91,entry,whetstone,61600000.0,P0,151614.0,111.283,104.0,104.0,1,2,146.653
92,entry,whetstone,61600000.0,P0,262393.0,109.948,104.0,104.0,2,7,146.19
93,entry,whetstone,61600000.0,P0,116041.0,110.209,104.0,104.0,1,1,143.897
94,entry,whetstone,61600000.0,P0,268589.0,107.596,104.0,52.0,2,0,142.091
95,entry,whetstone,61600000.0,P0,234057.0,109.974,104.0,104.0,1,7,149.421
96,entry,whetstone,61600000.0,P0,226404.0,110.198,104.0,104.0,2,8,144.849
97,entry,whetstone,61600000.0,P0,108851.0,107.352,104.0,52.0,1,6,135.068
98,entry,whetstone,61600000.0,P0,225309.0,109.509,104.0,104.0,2,1,144.049
99,entry,whetstone,61600000.0,P0,242284.0,107.601,104.0,52.0,1,5,148.717
100,entry,whetstone,61600000.0,P0,222289.0,107.362,104.0,52.0,2,10,142.691
101,entry,whetstone,61600000.0,P0,229788.0,107.361,104.0,52.0,1,10,141.044
102,entry,whetstone,61600000.0,P0,109321.0,110.824,104.0,104.0,2,2,142.414
103,entry,whetstone,61600000.0,P0,274633.0,109.943,104.0,104.0,2,9,150.109
104,entry,whetstone,61600000.0,P0,114843.0,107.579,104.0,52.0,1,4,138.355
105,entry,whetstone,61600000.0,P0,110989.0,107.561,104.0,52.0,1,3,142.013
106,entry,whetstone,61600000.0,P0,147810.0,107.532,104.0,52.0,2,3,138.659
107,entry,whetstone,61600000.0,P0,98957.0,107.373,104.0,52.0,2,6,137.58
108,entry,whetstone,61600000.0,P0,130362.0,110.356,104.0,104.0,1,9,146.891
109,entry,whetstone,61600000.0,P0,110000.0,107.567,104.0,52.0,1,0,140.748
110,if.then,yacr2,38866900.0,SegmentFree,114114.0,168.216,156.0,52.0,2,5,186.944
111,if.then,yacr2,38866900.0,SegmentFree,267602.0,168.328,156.0,52.0,1,8,190.963
112,if.then,yacr2,38866900.0,SegmentFree,223228.0,168.265,156.0,52.0,2,4,187.865
113,if.then,yacr2,38866900.0,SegmentFree,231249.0,168.207,156.0,52.0,1,2,187.461
114,if.then,yacr2,38866900.0,SegmentFree,80364.0,168.205,156.0,52.0,2,7,178.348
115,if.then,yacr2,38866900.0,SegmentFree,213019.0,168.219,156.0,52.0,1,1,185.809
116,if.then,yacr2,38866900.0,SegmentFree,149061.0,168.188,156.0,52.0,2,0,181.917
117,if.then,yacr2,38866900.0,SegmentFree,224582.0,170.362,156.0,52.0,1,7,195.022
118,if.then,yacr2,38866900.0,SegmentFree,228175.0,168.163,156.0,52.0,2,8,189.536
119,if.then,yacr2,38866900.0,SegmentFree,227395.0,168.136,156.0,52.0,1,6,186.323
120,if.then,yacr2,38866900.0,SegmentFree,149635.0,170.274,156.0,52.0,2,1,183.685
121,if.then,yacr2,38866900.0,SegmentFree,123020.0,168.229,156.0,52.0,1,5,188.769
122,if.then,yacr2,38866900.0,SegmentFree,271248.0,168.101,156.0,52.0,2,10,185.742
123,if.then,yacr2,38866900.0,SegmentFree,227758.0,168.403,156.0,52.0,1,10,190.43
124,if.then,yacr2,38866900.0,SegmentFree,197603.0,172.416,156.0,52.0,2,2,188.137
125,if.then,yacr2,38866900.0,SegmentFree,137343.0,168.631,156.0,52.0,2,9,188.36
126,if.then,yacr2,38866900.0,SegmentFree,127708.0,168.169,156.0,52.0,1,4,188.333
127,if.then,yacr2,38866900.0,SegmentFree,234009.0,168.154,156.0,52.0,1,3,186.972
128,if.then,yacr2,38866900.0,SegmentFree,115625.0,168.116,156.0,52.0,2,3,182.0
129,if.then,yacr2,38866900.0,SegmentFree,108749.0,168.293,156.0,52.0,2,6,179.382
130,if.then,yacr2,38866900.0,SegmentFree,151613.0,168.785,156.0,52.0,1,9,189.585
131,if.then,yacr2,38866900.0,SegmentFree,189008.0,168.449,156.0,52.0,1,0,202.527
132,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32004625616.0,16002300000.0,8003586.0,32004625616.0,2,5,16002300000.0
133,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32305117040.0,16152600000.0,8003586.0,32305117040.0,1,8,16152600000.0
134,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32118275547.0,16059100000.0,8003586.0,32118275547.0,2,4,16059100000.0
135,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32145240648.0,16072600000.0,8003586.0,32145240648.0,1,2,16072600000.0
136,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32324511809.0,16162300000.0,8003586.0,32324511809.0,2,7,16162300000.0
137,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32293522044.0,16146800000.0,8003586.0,32293522044.0,1,1,16146800000.0
138,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32163244484.0,16081600000.0,8003586.0,32163244484.0,2,0,16081600000.0
139,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,31988785003.0,15994400000.0,8003586.0,31988785003.0,1,7,15994400000.0
140,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32191857399.0,16095900000.0,8003586.0,32191857399.0,2,8,16095900000.0
141,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32352033690.0,16176000000.0,8003586.0,32352033690.0,1,6,16176000000.0
142,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32204569878.0,16102300000.0,8003586.0,32204569878.0,2,1,16102300000.0
143,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32166546852.0,16083300000.0,8003586.0,32166546852.0,1,5,16083300000.0
144,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32081114174.0,16040600000.0,8003586.0,32081114174.0,2,10,16040600000.0
145,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32205778120.0,16102900000.0,8003586.0,32205778120.0,1,10,16102900000.0
146,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32377377023.0,16188700000.0,8003586.0,32377377023.0,2,2,16188700000.0
147,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32160584019.0,16080300000.0,8003586.0,32160584019.0,2,9,16080300000.0
148,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32210079319.0,16105000000.0,8003586.0,32210079319.0,1,4,16105000000.0
149,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32412772809.0,16206400000.0,8003586.0,32412772809.0,1,3,16206400000.0
150,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32076620116.0,16038300000.0,8003586.0,32076620116.0,2,3,16038300000.0
151,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32146685197.0,16073300000.0,8003586.0,32146685197.0,2,6,16073300000.0
152,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32082876757.0,16041400000.0,8003586.0,32082876757.0,1,9,16041400000.0
153,for.body17,syr2k,1.0,kernel_syr2k_StrictFP,32113264674.0,16056600000.0,8003586.0,32113264674.0,1,0,16056600000.0
154,for.body17,syrk,1.0,kernel_syrk_StrictFP,12356201684.0,6178100000.0,8003586.0,12356201684.0,2,5,6178100000.0
155,for.body17,syrk,1.0,kernel_syrk_StrictFP,12431490642.0,6215750000.0,8003586.0,12431490642.0,1,8,6215750000.0
156,for.body17,syrk,1.0,kernel_syrk_StrictFP,12407082792.0,6203540000.0,8003586.0,12407082792.0,2,4,6203540000.0
157,for.body17,syrk,1.0,kernel_syrk_StrictFP,12387996839.0,6194000000.0,8003586.0,12387996839.0,1,2,6194000000.0
158,for.body17,syrk,1.0,kernel_syrk_StrictFP,12334785950.0,6167390000.0,8003586.0,12334785950.0,2,7,6167390000.0
159,for.body17,syrk,1.0,kernel_syrk_StrictFP,12426303498.0,6213150000.0,8003586.0,12426303498.0,1,1,6213150000.0
160,for.body17,syrk,1.0,kernel_syrk_StrictFP,12400264917.0,6200130000.0,8003586.0,12400264917.0,2,0,6200130000.0
161,for.body17,syrk,1.0,kernel_syrk_StrictFP,12374061661.0,6187030000.0,8003586.0,12374061661.0,1,7,6187030000.0
162,for.body17,syrk,1.0,kernel_syrk_StrictFP,12409334907.0,6204670000.0,8003586.0,12409334907.0,2,8,6204670000.0
163,for.body17,syrk,1.0,kernel_syrk_StrictFP,12377457933.0,6188730000.0,8003586.0,12377457933.0,1,6,6188730000.0
164,for.body17,syrk,1.0,kernel_syrk_StrictFP,12418428311.0,6209210000.0,8003586.0,12418428311.0,2,1,6209210000.0
165,for.body17,syrk,1.0,kernel_syrk_StrictFP,12382170448.0,6191090000.0,8003586.0,12382170448.0,1,5,6191090000.0
166,for.body17,syrk,1.0,kernel_syrk_StrictFP,12384650035.0,6192330000.0,8003586.0,12384650035.0,2,10,6192330000.0
167,for.body17,syrk,1.0,kernel_syrk_StrictFP,12405400356.0,6202700000.0,8003586.0,12405400356.0,1,10,6202700000.0
168,for.body17,syrk,1.0,kernel_syrk_StrictFP,12382099632.0,6191050000.0,8003586.0,12382099632.0,2,2,6191050000.0
169,for.body17,syrk,1.0,kernel_syrk_StrictFP,12364576201.0,6182290000.0,8003586.0,12364576201.0,2,9,6182290000.0
170,for.body17,syrk,1.0,kernel_syrk_StrictFP,12373230603.0,6186620000.0,8003586.0,12373230603.0,1,4,6186620000.0
171,for.body17,syrk,1.0,kernel_syrk_StrictFP,12421267543.0,6210630000.0,8003586.0,12421267543.0,1,3,6210630000.0
172,for.body17,syrk,1.0,kernel_syrk_StrictFP,12378696306.0,6189350000.0,8003586.0,12378696306.0,2,3,6189350000.0
173,for.body17,syrk,1.0,kernel_syrk_StrictFP,12427737293.0,6213870000.0,8003586.0,12427737293.0,2,6,6213870000.0
174,for.body17,syrk,1.0,kernel_syrk_StrictFP,12441223280.0,6220610000.0,8003586.0,12441223280.0,1,9,6220610000.0
175,for.body17,syrk,1.0,kernel_syrk_StrictFP,12385533385.0,6192770000.0,8003586.0,12385533385.0,1,0,6192770000.0
176,while.body,telecomm-CRC32,1.0,crc32file,546217808.0,273109000.0,8003586.0,546217808.0,2,5,273109000.0
177,while.body,telecomm-CRC32,1.0,crc32file,563258078.0,281629000.0,8003586.0,563258078.0,1,8,281629000.0
178,while.body,telecomm-CRC32,1.0,crc32file,585777065.0,292889000.0,8003586.0,585777065.0,2,4,292889000.0
179,while.body,telecomm-CRC32,1.0,crc32file,585585180.0,292793000.0,8003586.0,585585180.0,1,2,292793000.0
180,while.body,telecomm-CRC32,1.0,crc32file,602126947.0,301063000.0,8003586.0,602126947.0,2,7,301063000.0
181,while.body,telecomm-CRC32,1.0,crc32file,572048037.0,286024000.0,8003586.0,572048037.0,1,1,286024000.0
182,while.body,telecomm-CRC32,1.0,crc32file,571436244.0,285718000.0,8003586.0,571436244.0,2,0,285718000.0
183,while.body,telecomm-CRC32,1.0,crc32file,585942068.0,292971000.0,8003586.0,585942068.0,1,7,292971000.0
184,while.body,telecomm-CRC32,1.0,crc32file,583650700.0,291825000.0,8003586.0,583650700.0,2,8,291825000.0
185,while.body,telecomm-CRC32,1.0,crc32file,568876427.0,284438000.0,8003586.0,568876427.0,1,6,284438000.0
186,while.body,telecomm-CRC32,1.0,crc32file,584960995.0,292480000.0,8003586.0,584960995.0,2,1,292480000.0
187,while.body,telecomm-CRC32,1.0,crc32file,567758127.0,283879000.0,8003586.0,567758127.0,1,5,283879000.0
188,while.body,telecomm-CRC32,1.0,crc32file,566548575.0,283274000.0,8003586.0,566548575.0,2,10,283274000.0
189,while.body,telecomm-CRC32,1.0,crc32file,563677564.0,281839000.0,8003586.0,563677564.0,1,10,281839000.0
190,while.body,telecomm-CRC32,1.0,crc32file,605128108.0,302564000.0,8003586.0,605128108.0,2,2,302564000.0
191,while.body,telecomm-CRC32,1.0,crc32file,570165690.0,285083000.0,8003586.0,570165690.0,2,9,285083000.0
192,while.body,telecomm-CRC32,1.0,crc32file,583139346.0,291570000.0,8003586.0,583139346.0,1,4,291570000.0
193,while.body,telecomm-CRC32,1.0,crc32file,574728644.0,287364000.0,8003586.0,574728644.0,1,3,287364000.0
194,while.body,telecomm-CRC32,1.0,crc32file,576912618.0,288456000.0,8003586.0,576912618.0,2,3,288456000.0
195,while.body,telecomm-CRC32,1.0,crc32file,566092479.0,283046000.0,8003586.0,566092479.0,2,6,283046000.0
196,while.body,telecomm-CRC32,1.0,crc32file,566704992.0,283352000.0,8003586.0,566704992.0,1,9,283352000.0
197,while.body,telecomm-CRC32,1.0,crc32file,1199637465.0,599819000.0,8003586.0,1199637465.0,1,0,599819000.0
198,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19039367.0,9519680.0,8003586.0,19039367.0,2,5,9519680.0
199,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19103574.0,9551790.0,8003586.0,19103574.0,1,8,9551790.0
200,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19093896.0,9546950.0,8003586.0,19093896.0,2,4,9546950.0
201,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18686591.0,9343300.0,8003586.0,18686591.0,1,2,9343300.0
202,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19115150.0,9557580.0,8003586.0,19115150.0,2,7,9557580.0
203,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18474666.0,9237330.0,8003586.0,18474666.0,1,1,9237330.0
204,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18992850.0,9496420.0,8003586.0,18992850.0,2,0,9496420.0
205,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19062635.0,9531320.0,8003586.0,19062635.0,1,7,9531320.0
206,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19089161.0,9544580.0,8003586.0,19089161.0,2,8,9544580.0
207,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19054770.0,9527380.0,8003586.0,19054770.0,1,6,9527380.0
208,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18516505.0,9258250.0,8003586.0,18516505.0,2,1,9258250.0
209,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19055080.0,9527540.0,8003586.0,19055080.0,1,5,9527540.0
210,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19095362.0,9547680.0,8003586.0,19095362.0,2,10,9547680.0
211,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19040401.0,9520200.0,8003586.0,19040401.0,1,10,9520200.0
212,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18696348.0,9348170.0,8003586.0,18696348.0,2,2,9348170.0
213,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18761928.0,9380960.0,8003586.0,18761928.0,2,9,9380960.0
214,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19081225.0,9540610.0,8003586.0,19081225.0,1,4,9540610.0
215,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18991069.0,9495530.0,8003586.0,18991069.0,1,3,9495530.0
216,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19003011.0,9501500.0,8003586.0,19003011.0,2,3,9501510.0
217,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19068170.0,9534080.0,8003586.0,19068170.0,2,6,9534080.0
218,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,18677488.0,9338740.0,8003586.0,18677488.0,1,9,9338740.0
219,for.body39.us,telecomm-fft,1.0,fft_float_StrictFP,19027209.0,9513600.0,8003586.0,19027209.0,1,0,9513600.0
220,if.else,testtrie,28190.0,trie_insert,80000.0,521.376,312.0,156.0,2,5,1246.19
221,if.else,testtrie,28190.0,trie_insert,77083.0,482.639,260.0,156.0,1,8,1155.31
222,if.else,testtrie,28190.0,trie_insert,69531.0,510.702,312.0,156.0,2,4,1169.68
223,if.else,testtrie,28190.0,trie_insert,71614.0,477.933,261.0,156.0,1,2,975.162
224,if.else,testtrie,28190.0,trie_insert,21510.0,514.93,312.0,156.0,2,7,1029.61
225,if.else,testtrie,28190.0,trie_insert,24167.0,504.153,312.0,156.0,1,1,1009.94
226,if.else,testtrie,28190.0,trie_insert,42500.0,507.205,312.0,156.0,2,0,1032.42
227,if.else,testtrie,28190.0,trie_insert,94634.0,486.786,260.0,156.0,1,7,1156.78
228,if.else,testtrie,28190.0,trie_insert,66510.0,517.239,312.0,156.0,2,8,1224.83
229,if.else,testtrie,28190.0,trie_insert,35364.0,513.184,312.0,156.0,1,6,1041.6
230,if.else,testtrie,28190.0,trie_insert,177811.0,540.509,312.0,156.0,2,1,1629.46
231,if.else,testtrie,28190.0,trie_insert,60624.0,531.035,312.0,156.0,1,5,1130.37
232,if.else,testtrie,28190.0,trie_insert,67030.0,517.608,312.0,156.0,2,10,1216.27
233,if.else,testtrie,28190.0,trie_insert,81249.0,481.022,260.0,156.0,1,10,1090.24
234,if.else,testtrie,28190.0,trie_insert,26354.0,478.181,260.0,156.0,2,2,915.955
235,if.else,testtrie,28190.0,trie_insert,326248.0,538.453,312.0,156.0,2,9,2337.09
236,if.else,testtrie,28190.0,trie_insert,171249.0,509.018,261.0,156.0,1,4,1436.41
237,if.else,testtrie,28190.0,trie_insert,58906.0,516.26,312.0,156.0,1,3,1100.8
238,if.else,testtrie,28190.0,trie_insert,83125.0,484.628,261.0,156.0,2,3,1107.13
239,if.else,testtrie,28190.0,trie_insert,61615.0,485.447,260.0,156.0,2,6,1080.48
240,if.else,testtrie,28190.0,trie_insert,93281.0,479.832,260.0,156.0,1,9,1066.44
241,if.else,testtrie,28190.0,trie_insert,71926.0,507.765,312.0,156.0,1,0,1172.45
242,,toast,,,,,,,2,5,
243,,toast,,,,,,,1,8,
244,,toast,,,,,,,2,4,
245,,toast,,,,,,,1,2,
246,,toast,,,,,,,2,7,
247,,toast,,,,,,,1,1,
248,,toast,,,,,,,2,0,
249,,toast,,,,,,,1,7,
250,,toast,,,,,,,2,8,
251,,toast,,,,,,,1,6,
252,,toast,,,,,,,2,1,
253,,toast,,,,,,,1,5,
254,,toast,,,,,,,2,10,
255,,toast,,,,,,,1,10,
256,,toast,,,,,,,2,2,
257,,toast,,,,,,,2,9,
258,,toast,,,,,,,1,4,
259,,toast,,,,,,,1,3,
260,,toast,,,,,,,2,3,
261,,toast,,,,,,,2,6,
262,,toast,,,,,,,1,9,
263,,toast,,,,,,,1,0,
264,if.else,treeadd,1.0,TreeAlloc,1132697453.0,566349000.0,8003586.0,1132697453.0,2,5,566349000.0
265,if.else,treeadd,1.0,TreeAlloc,1130446763.0,565223000.0,8003586.0,1130446763.0,1,8,565223000.0
266,if.else,treeadd,1.0,TreeAlloc,1131360857.0,565680000.0,8003586.0,1131360857.0,2,4,565680000.0
267,if.else,treeadd,1.0,TreeAlloc,1132101189.0,566051000.0,8003586.0,1132101189.0,1,2,566051000.0
268,if.else,treeadd,1.0,TreeAlloc,1128590904.0,564295000.0,8003586.0,1128590904.0,2,7,564295000.0
269,if.else,treeadd,1.0,TreeAlloc,1133263274.0,566632000.0,8003586.0,1133263274.0,1,1,566632000.0
270,if.else,treeadd,1.0,TreeAlloc,1132515104.0,566258000.0,8003586.0,1132515104.0,2,0,566258000.0
271,if.else,treeadd,1.0,TreeAlloc,1131848429.0,565924000.0,8003586.0,1131848429.0,1,7,565924000.0
272,if.else,treeadd,1.0,TreeAlloc,1127284238.0,563642000.0,8003586.0,1127284238.0,2,8,563642000.0
